Ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,entrez,Gene stable ID,Gene name,Gene type,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp)
ENSMUSG00000056698,200.951906242497,0.039728922868997,0.242839234714512,0.163601746298137,0.870044669883334,0.955275546378134,Elmod3,232089,ENSMUSG00000056832,Ttc26,protein_coding,tetratricopeptide repeat domain 26 [Source:MGI Symbol;Acc:MGI:2444853],6,38358404,38404582
ENSMUSG00000056708,84.743206842218,-0.5588591618182,0.2211979232124,-2.52651179406223,0.01152015202752,0.092086586260028,Ier5,15939,ENSMUSG00000056851,Pcbp2,protein_coding,poly(rC) binding protein 2 [Source:MGI Symbol;Acc:MGI:108202],15,102378974,102408496
ENSMUSG00000056724,161.092253780527,-0.394469115470969,0.277431802061051,-1.42185975991376,0.15506696698622,0.429535498551829,Nbeal2,235627,ENSMUSG00000056870,Gulp1,protein_coding,"GULP, engulfment adaptor PTB domain containing 1 [Source:MGI Symbol;Acc:MGI:1920407]",1,44590671,44835998
ENSMUSG00000056737,35.8904103434307,-0.650444366148718,0.401115583925216,-1.62158837057298,0.1048915143601,0.348261380726427,Capg,12332,ENSMUSG00000056888,Glipr1,protein_coding,GLI pathogenesis-related 1 (glioma) [Source:MGI Symbol;Acc:MGI:1920940],10,111821353,111838536
ENSMUSG00000056749,464.594252951273,-0.122398906917269,0.273817820208436,-0.447008550517627,0.65486888622046,0.85137234773506,Nfil3,18030,ENSMUSG00000056899,Immp2l,protein_coding,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2135611],12,41074089,42002371
ENSMUSG00000056763,298.248758858389,0.232265231589849,0.221946786899783,1.04649062432575,0.295334571392095,0.594215259043122,Cspp1,211660,ENSMUSG00000056900,Usp13,protein_coding,ubiquitin specific peptidase 13 (isopeptidase T-3) [Source:MGI Symbol;Acc:MGI:1919857],3,32871695,32992220
ENSMUSG00000056770,1156.88540594776,0.031957617509412,0.077808792001325,0.410719877374112,0.681277949873213,0.865579482694854,Setd3,52690,ENSMUSG00000056917,Sipa1,protein_coding,signal-induced proliferation associated gene 1 [Source:MGI Symbol;Acc:MGI:107576],19,5701213,5713735
ENSMUSG00000056820,456.320628464536,0.088005097954669,0.089467777910757,0.983651321288574,0.325286982002855,0.620195342661831,Tsnax,53424,ENSMUSG00000056919,Cep162,protein_coding,centrosomal protein 162 [Source:MGI Symbol;Acc:MGI:1925343],9,87071630,87137589
ENSMUSG00000056832,7.03900998434332,-0.412636417730986,0.561162273915677,-0.735324587755503,0.462141837205635,0.732016706312531,Ttc26,264134,ENSMUSG00000056938,Acbd4,protein_coding,acyl-Coenzyme A binding domain containing 4 [Source:MGI Symbol;Acc:MGI:1914381],11,102992508,103003026
ENSMUSG00000056851,2370.29893825689,0.027007030024241,0.106047779474395,0.254668510345954,0.798979139567062,0.923715883652763,Pcbp2,18521,ENSMUSG00000056941,Commd7,protein_coding,COMM domain containing 7 [Source:MGI Symbol;Acc:MGI:1914197],2,153458853,153474701
ENSMUSG00000056870,8.06348128674818,-0.554672016740052,0.595893657444311,-0.930823830411198,0.351944700564725,0.645097288422014,Gulp1,70676,ENSMUSG00000056952,Tatdn2,protein_coding,TatD DNase domain containing 2 [Source:MGI Symbol;Acc:MGI:3576210],6,113674011,113688030
ENSMUSG00000056888,9.98859596727146,-0.662682057807989,0.529964318207514,-1.25042768926286,0.211143354987927,0.50112540360767,Glipr1,73690,ENSMUSG00000056962,Jmjd6,protein_coding,jumonji domain containing 6 [Source:MGI Symbol;Acc:MGI:1858910],11,116728258,116734275
ENSMUSG00000056899,232.736664684461,0.186175878788298,0.221758190134123,0.839544544784098,0.401163803469752,0.68516374789165,Immp2l,93757,ENSMUSG00000056966,Gjc3,protein_coding,"gap junction protein, gamma 3 [Source:MGI Symbol;Acc:MGI:2153041]",5,137951723,137961360
ENSMUSG00000056900,6.24135776596747,3.17701121872474,1.57898809976564,2.01205520117364,0.044214118356856,0.214557822115699,Usp13,72607,ENSMUSG00000056973,Ces1d,protein_coding,carboxylesterase 1D [Source:MGI Symbol;Acc:MGI:2148202],8,93892696,93924466
ENSMUSG00000056917,143.112793240302,-0.433756597135897,0.225162230303849,-1.92641810551688,0.054052188493191,0.240226049252809,Sipa1,20469,ENSMUSG00000056978,Hamp2,protein_coding,hepcidin antimicrobial peptide 2 [Source:MGI Symbol;Acc:MGI:2153530],7,30621797,30624106
ENSMUSG00000056919,74.452663495417,-0.257804605584944,0.215416295604645,-1.19677392493135,0.231394684181408,0.522268817209577,Cep162,382090,ENSMUSG00000056999,Ide,protein_coding,insulin degrading enzyme [Source:MGI Symbol;Acc:MGI:96412],19,37246142,37340010
ENSMUSG00000056938,459.065607858388,-0.06385837310275,0.134324582061535,-0.475403475095096,0.634499418019766,0.838891544981715,Acbd4,67131,ENSMUSG00000057003,Myh4,protein_coding,"myosin, heavy polypeptide 4, skeletal muscle [Source:MGI Symbol;Acc:MGI:1339713]",11,67128855,67151272
ENSMUSG00000056941,270.211967421453,-0.089276433581225,0.127524273091396,-0.700074044078189,0.483881064535212,0.746670951447979,Commd7,99311,ENSMUSG00000057036,Gm7536,processed_pseudogene,predicted gene 7536 [Source:MGI Symbol;Acc:MGI:3645137],3,24387232,24387675
ENSMUSG00000056952,316.523620712346,-0.102165668191099,0.173701006972178,-0.588169694419,0.556418396792049,0.792805679157935,Tatdn2,381801,ENSMUSG00000057037,Cfhr1,protein_coding,complement factor H-related 1 [Source:MGI Symbol;Acc:MGI:2138169],1,139474791,139488010
ENSMUSG00000056962,202.015374659528,-0.061964983091782,0.145794151699001,-0.42501693222724,0.670824331466423,0.860152240776653,Jmjd6,107817,ENSMUSG00000057054,Inca1,protein_coding,"inhibitor of CDK, cyclin A1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2144284]",11,70579187,70590981
ENSMUSG00000056966,21.6428793566432,1.43866231611361,0.513314524390117,2.80269162035289,0.005067810097096,0.052149648557913,Gjc3,118446,ENSMUSG00000057058,Skap1,protein_coding,src family associated phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1925723],11,96355419,96649956
ENSMUSG00000056973,7513.24756088779,-0.676783512868702,0.191347736502488,-3.53692980768499,0.000404807236097,0.007527535360844,Ces1d,104158,ENSMUSG00000057068,Fam47e,protein_coding,"family with sequence similarity 47, member E [Source:MGI Symbol;Acc:MGI:2686227]",5,92702928,92739138
ENSMUSG00000056978,3966.05500505081,-4.63270278003035,0.568758525731929,-8.14528938105776,3.78375911252916E-16,7.23337499075469E-14,Hamp2,66438,ENSMUSG00000057069,Ero1b,protein_coding,endoplasmic reticulum oxidoreductase 1 beta [Source:MGI Symbol;Acc:MGI:1914725],13,12580755,12626285
ENSMUSG00000056999,2403.64213051587,0.382081501214961,0.098602149356357,3.87498146550625,0.000106632815368,0.002566182984019,Ide,15925,ENSMUSG00000057074,Ces1g,protein_coding,carboxylesterase 1G [Source:MGI Symbol;Acc:MGI:88378],8,94028997,94063936
ENSMUSG00000057003,35.0780892923061,5.73808752937151,1.9683272390744,2.91521014161742,0.003554491172383,0.040644573447976,Myh4,17884,ENSMUSG00000057092,Fxyd3,protein_coding,FXYD domain-containing ion transport regulator 3 [Source:MGI Symbol;Acc:MGI:107497],7,30767597,30776129
ENSMUSG00000057036,1495.98682901288,0.080936273197087,0.122495535926023,0.66072834887604,0.508786540126674,0.762456010208235,NA,NA,ENSMUSG00000057093,Zfp607b,protein_coding,zinc finger protein 607B [Source:MGI Symbol;Acc:MGI:2148237],7,27388765,27405909
ENSMUSG00000057037,1739.691293021,0.251278531852018,0.19503231483928,1.28839434664501,0.197608725681702,0.486336035118357,Cfhr1,50702,ENSMUSG00000057098,Ebf1,protein_coding,early B cell factor 1 [Source:MGI Symbol;Acc:MGI:95275],11,44508144,44898918
ENSMUSG00000057054,211.284887160125,0.148471795330691,0.151286221065216,0.981396681636245,0.326397161924839,0.62121368122616,Inca1,103844,ENSMUSG00000057101,Zfp180,protein_coding,zinc finger protein 180 [Source:MGI Symbol;Acc:MGI:1923701],7,23781349,23807138
ENSMUSG00000057058,6.82990595624821,-0.571509144116449,0.609743661804611,-0.937294112127378,0.348607290777008,0.641596968291766,Skap1,78473,ENSMUSG00000057103,Nat8f1,protein_coding,N-acetyltransferase 8 (GCN5-related) family member 1 [Source:MGI Symbol;Acc:MGI:1913366],6,85887136,85892669
ENSMUSG00000057068,113.735287145847,0.848657537654013,0.404215515158777,2.09951747478238,0.035771309025221,0.189161541361205,Fam47e,384198,ENSMUSG00000057110,Cntrl,protein_coding,centriolin [Source:MGI Symbol;Acc:MGI:1889576],2,34999504,35068834
ENSMUSG00000057069,1146.47946285452,1.3394344460014,0.22096593939013,6.06172358372635,1.34670514207347E-09,1.04450450819218E-07,Ero1lb,67475,ENSMUSG00000057113,Npm1,protein_coding,nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184],11,33102287,33113206
ENSMUSG00000057074,2382.11134265782,-0.501912049891582,0.192272138901205,-2.61042526889181,0.009042972747205,0.078478432926992,Ces1g,12623,ENSMUSG00000057123,Gja5,protein_coding,"gap junction protein, alpha 5 [Source:MGI Symbol;Acc:MGI:95716]",3,96812009,96984732
ENSMUSG00000057092,6.51765450305502,-1.30369774774529,0.947339545741007,-1.37616734528435,0.168769829402588,0.449159391074769,Fxyd3,17178,ENSMUSG00000057130,Txnl4a,protein_coding,thioredoxin-like 4A [Source:MGI Symbol;Acc:MGI:1351613],18,80250010,80269070
ENSMUSG00000057093,9.42045301325945,-1.26517244986518,0.745136720341567,-1.69790645840837,0.089525418126732,0.317846848086354,Zfp607b,112415,ENSMUSG00000057132,Rpgrip1,protein_coding,retinitis pigmentosa GTPase regulator interacting protein 1 [Source:MGI Symbol;Acc:MGI:1932134],14,52348161,52401003
ENSMUSG00000057098,12.0839920678937,0.82542037203117,0.593523293041175,1.39071268425165,0.164312569691128,0.443470771210514,Ebf1,13591,ENSMUSG00000057133,Chd6,protein_coding,chromodomain helicase DNA binding protein 6 [Source:MGI Symbol;Acc:MGI:1918639],2,160788898,160950995
ENSMUSG00000057101,217.533944650305,0.055814532477951,0.150776507625302,0.370180562987022,0.711247958018924,0.880577262992872,Zfp180,210135,ENSMUSG00000057134,Ado,protein_coding,2-aminoethanethiol (cysteamine) dioxygenase [Source:MGI Symbol;Acc:MGI:2685083],10,67380341,67384898
ENSMUSG00000057103,1803.6388409882,0.284699351182365,0.155833200816986,1.82694926170914,0.06770739850619,0.270610282663284,Nat8f1,66116,ENSMUSG00000057135,Scimp,protein_coding,SLP adaptor and CSK interacting membrane protein [Source:MGI Symbol;Acc:MGI:3610314],11,70681758,70703412
ENSMUSG00000057110,311.219854114594,0.667398861960132,0.150430010165002,4.43660717185411,9.13878457097561E-06,0.000324713934507,Cntrl,26920,ENSMUSG00000057137,Tmem140,protein_coding,transmembrane protein 140 [Source:MGI Symbol;Acc:MGI:1915737],6,34840081,34851881
ENSMUSG00000057113,1618.54956317952,-0.114979922728076,0.100200797382806,-1.14749508717788,0.251177062411146,0.544946704487719,Npm1,18148,ENSMUSG00000057143,Trim12c,protein_coding,tripartite motif-containing 12C [Source:MGI Symbol;Acc:MGI:4821183],7,103987961,104002569
ENSMUSG00000057123,12.8755113295563,-0.034462306708383,0.425545032406786,-0.080983924341619,0.935454737025612,0.97880481726421,Gja5,14613,ENSMUSG00000057147,Dph6,protein_coding,diphthamine biosynthesis 6 [Source:MGI Symbol;Acc:MGI:1913882],2,114346897,114485445
ENSMUSG00000057130,112.912654097848,-0.069168829926777,0.266919074620423,-0.259137830539611,0.795528896904262,0.921945473668962,Txnl4a,27366,ENSMUSG00000057156,Homez,protein_coding,homeodomain leucine zipper-encoding gene [Source:MGI Symbol;Acc:MGI:2678023],14,55090193,55108418
ENSMUSG00000057132,21.1123248474862,0.143100366872309,0.64488473413793,0.221900689064385,0.824391194108167,0.936401885297959,Rpgrip1,77945,ENSMUSG00000057163,Prss2,protein_coding,"protease, serine 2 [Source:MGI Symbol;Acc:MGI:102759]",6,41498721,41502013
ENSMUSG00000057133,366.63102584651,0.661917038744236,0.281723973531515,2.34952329561045,0.018797467813358,0.126368514428288,Chd6,71389,ENSMUSG00000057176,Ccdc189,protein_coding,coiled-coil domain containing 189 [Source:MGI Symbol;Acc:MGI:2685012],7,127181555,127187767
ENSMUSG00000057134,239.044118735911,-0.137478675964056,0.106639533667337,-1.28919052096497,0.197331859621271,0.486007136751862,Ado,211488,ENSMUSG00000057177,Gsk3a,protein_coding,glycogen synthase kinase 3 alpha [Source:MGI Symbol;Acc:MGI:2152453],7,24927683,24937276
ENSMUSG00000057135,15.0315229081653,-0.636645511812411,0.359597220317176,-1.77044058141181,0.076653774479388,0.291598004767023,Scimp,327957,ENSMUSG00000057181,5730455P16Rik,protein_coding,RIKEN cDNA 5730455P16 gene [Source:MGI Symbol;Acc:MGI:1917841],11,80251318,80268860
ENSMUSG00000057137,253.767016559187,0.23693938634444,0.213076195410973,1.11199369731302,0.266140860250833,0.56146287728902,Tmem140,68487,ENSMUSG00000057191,AB124611,protein_coding,cDNA sequence AB124611 [Source:MGI Symbol;Acc:MGI:3043001],9,21437472,21456629
ENSMUSG00000057143,256.669750945701,-0.424918843670571,0.152818167999011,-2.78055187569924,0.005426658872719,0.054844408696507,Trim12c,319236,ENSMUSG00000057193,Slc44a2,protein_coding,"solute carrier family 44, member 2 [Source:MGI Symbol;Acc:MGI:1915932]",9,21231994,21266324
ENSMUSG00000057147,96.0158210137978,0.010203558521969,0.178564469910567,0.057142154467119,0.954431956853208,0.985580782425315,Dph6,66632,ENSMUSG00000057219,Armc7,protein_coding,armadillo repeat containing 7 [Source:MGI Symbol;Acc:MGI:2679719],11,115366493,115381293
ENSMUSG00000057156,64.1747011108082,-0.144445282247593,0.424383781638063,-0.340364755905737,0.733581856659325,0.892285620240908,Homez,239099,ENSMUSG00000057228,Aadat,protein_coding,aminoadipate aminotransferase [Source:MGI Symbol;Acc:MGI:1345167],8,60958966,60998711
ENSMUSG00000057163,288.986652677957,-2.33475746137097,2.58216866064163,-0.904184725404737,0.365897458203788,0.657960043229262,Prss2,22072,ENSMUSG00000057229,Dmac2,protein_coding,distal membrane arm assembly complex 2 [Source:MGI Symbol;Acc:MGI:1913599],7,25318839,25324976
ENSMUSG00000057176,9.20768056667923,-0.06735867206769,0.73071637356245,-0.092181692520858,0.926553683358229,0.974624605263938,Ccdc189,233899,ENSMUSG00000057230,Aak1,protein_coding,AP2 associated kinase 1 [Source:MGI Symbol;Acc:MGI:1098687],6,86826499,86980205
ENSMUSG00000057177,483.801647886028,0.171613885894457,0.112389311185891,1.52695913947377,0.12677117219819,0.385022403277251,Gsk3a,606496,ENSMUSG00000057234,Mettl15,protein_coding,methyltransferase like 15 [Source:MGI Symbol;Acc:MGI:1924144],2,108922642,109111093
ENSMUSG00000057181,271.874706718964,-0.067307837730186,0.162906806548873,-0.413167743914946,0.679483719023691,0.864351688688712,5730455P16Rik,70591,ENSMUSG00000057236,Rbbp4,protein_coding,"retinoblastoma binding protein 4, chromatin remodeling factor [Source:MGI Symbol;Acc:MGI:1194912]",4,129200893,129229163
ENSMUSG00000057191,38.830494691696,-0.473525495321698,0.335480922561485,-1.41148263128111,0.158102353418381,0.434221619374279,AB124611,382062,ENSMUSG00000057265,Bbof1,protein_coding,basal body orientation factor 1 [Source:MGI Symbol;Acc:MGI:1920123],12,84455845,84489661
ENSMUSG00000057193,133.662109565606,-0.224101226650535,0.211118311544917,-1.0614959214604,0.288464585455553,0.586742067793829,Slc44a2,68682,ENSMUSG00000057278,Snrpg,protein_coding,small nuclear ribonucleoprotein polypeptide G [Source:MGI Symbol;Acc:MGI:1915261],6,86348286,86356310
ENSMUSG00000057219,39.7894933037164,-0.70904959422945,0.245378150694156,-2.88961992835794,0.003857078507614,0.042911579167082,Armc7,276905,ENSMUSG00000057286,St6galnac2,protein_coding,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:107553]",11,116566129,116585694
ENSMUSG00000057228,987.474652964168,0.738717413571318,0.152984341939445,4.82871256107845,1.37418596866293E-06,5.97814940790446E-05,Aadat,23923,ENSMUSG00000057315,Arhgap24,protein_coding,Rho GTPase activating protein 24 [Source:MGI Symbol;Acc:MGI:1922647],5,102629257,103045803
ENSMUSG00000057229,312.986253973341,-0.022382983168086,0.152945091014865,-0.146346528806937,0.883647836550005,0.960499085888781,Dmac2,66349,ENSMUSG00000057322,Rpl38,protein_coding,ribosomal protein L38 [Source:MGI Symbol;Acc:MGI:1914921],11,114559350,114563157
ENSMUSG00000057230,421.521789677308,0.250474999110401,0.237772684822169,1.05342209218747,0.29214758336488,0.591376626975493,Aak1,269774,ENSMUSG00000057329,Bcl2,protein_coding,B cell leukemia/lymphoma 2 [Source:MGI Symbol;Acc:MGI:88138],1,106465908,106642004
ENSMUSG00000057234,31.25160840634,-0.114742560132676,0.280023961974473,-0.409759790996513,0.681982164735507,0.866015633912647,Mettl15,76894,ENSMUSG00000057335,Cep170,protein_coding,centrosomal protein 170 [Source:MGI Symbol;Acc:MGI:1918348],1,176561219,176641633
ENSMUSG00000057236,1380.6283863441,0.638120040423711,0.127176783782538,5.01758278079155,5.23256575779025E-07,2.56395722131722E-05,Rbbp4,19646,ENSMUSG00000057337,Chst3,protein_coding,carbohydrate sulfotransferase 3 [Source:MGI Symbol;Acc:MGI:1858224],10,60017354,60055082
ENSMUSG00000057265,6.64209707770821,-1.36794228163781,0.696974068885617,-1.96268748394756,0.049682498326699,0.229289544300673,Bbof1,72873,ENSMUSG00000057342,Sphk2,protein_coding,sphingosine kinase 2 [Source:MGI Symbol;Acc:MGI:1861380],7,45358891,45367426
ENSMUSG00000057278,148.006746694004,-0.802647931856672,0.312673177664179,-2.56705080318319,0.010256758399946,0.085146777836369,Snrpg,68011,ENSMUSG00000057346,Apol9a,protein_coding,apolipoprotein L 9a [Source:MGI Symbol;Acc:MGI:3606001],15,77287989,77295335
ENSMUSG00000057286,15.7255298501591,-1.7168512125362,0.574720877865313,-2.9872783096259,0.002814733546996,0.034222199708395,St6galnac2,20446,ENSMUSG00000057363,Uxs1,protein_coding,UDP-glucuronate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:1915133],1,43786126,43866960
ENSMUSG00000057315,175.34656001329,-0.107825961445434,0.162207250085343,-0.664741935941227,0.506215566403142,0.761212464094249,Arhgap24,231532,ENSMUSG00000057367,Birc2,protein_coding,baculoviral IAP repeat-containing 2 [Source:MGI Symbol;Acc:MGI:1197009],9,7818228,7837065
ENSMUSG00000057322,835.139051821223,-0.175870833747658,0.17920485819416,-0.981395457243187,0.326397765481584,0.62121368122616,Rpl38,67671,ENSMUSG00000057375,Yipf1,protein_coding,"Yip1 domain family, member 1 [Source:MGI Symbol;Acc:MGI:1915532]",4,107171560,107217020
ENSMUSG00000057329,54.6586378024189,-0.197924849883553,0.244811939622734,-0.808477111813109,0.418815976858359,0.699039504906359,Bcl2,12043,ENSMUSG00000057388,Mrpl18,protein_coding,mitochondrial ribosomal protein L18 [Source:MGI Symbol;Acc:MGI:1914931],17,13130236,13135232
ENSMUSG00000057335,159.647576075703,0.064169189812323,0.187166053247604,0.342846305186723,0.731714088301514,0.891441999866839,Cep170,545389,ENSMUSG00000057396,Zfp759,protein_coding,zinc finger protein 759 [Source:MGI Symbol;Acc:MGI:2446280],13,67269724,67289851
ENSMUSG00000057337,6.34247630927954,-0.319759087558038,0.651655180412235,-0.490687555580789,0.623647449480873,0.832737559327777,Chst3,53374,ENSMUSG00000057400,Ces1c,protein_coding,carboxylesterase 1C [Source:MGI Symbol;Acc:MGI:95420],8,93825643,93857911
ENSMUSG00000057342,613.39064417489,0.324302852842892,0.185562990581639,1.7476698981105,0.080521204121125,0.300498846174327,Sphk2,56632,ENSMUSG00000057406,Nsd2,protein_coding,nuclear receptor binding SET domain protein 2 [Source:MGI Symbol;Acc:MGI:1276574],5,33978069,34055319
ENSMUSG00000057346,726.406775915954,0.206656175663895,0.265309561810975,0.77892471817933,0.436024062242155,0.713890783692734,Apol9a,223672,ENSMUSG00000057409,Zfp53,protein_coding,zinc finger protein 53 [Source:MGI Symbol;Acc:MGI:99200],17,21709260,21730735
ENSMUSG00000057363,169.087751831554,-0.043889759520862,0.2052755162505,-0.213809032477611,0.830695980932871,0.938242114802711,Uxs1,67883,ENSMUSG00000057411,Antkmt,protein_coding,adenine nucleotide translocase lysine methyltransferase [Source:MGI Symbol;Acc:MGI:2384888],17,26009054,26011875
ENSMUSG00000057367,316.352319196773,0.169044411648025,0.14440195584349,1.17065181465578,0.241738760984015,0.534297378738974,Birc2,11797,ENSMUSG00000057421,Las1l,protein_coding,LAS1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923380],X,94978941,95000568
ENSMUSG00000057375,305.361318603892,-0.017754458155397,0.098864680760487,-0.179583426748827,0.857479616682377,0.950820036342279,Yipf1,230584,ENSMUSG00000057425,Ugt2b37,protein_coding,"UDP glucuronosyltransferase 2 family, polypeptide B37 [Source:MGI Symbol;Acc:MGI:2148239]",5,87388352,87402663
ENSMUSG00000057388,582.931541109177,0.339217976207372,0.136892958659605,2.4779797261221,0.013212865281848,0.101149588533857,Mrpl18,67681,ENSMUSG00000057440,Mpp7,protein_coding,"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) [Source:MGI Symbol;Acc:MGI:1922989]",18,7347959,7626866
ENSMUSG00000057396,47.5588406424257,0.324736053640546,0.290748146718181,1.11689810341357,0.264037895652417,0.559529485978181,Zfp759,268670,ENSMUSG00000057457,Phex,protein_coding,"phosphate regulating endopeptidase homolog, X-linked [Source:MGI Symbol;Acc:MGI:107489]",X,155945071,156198308
ENSMUSG00000057400,33740.2541470961,-0.792423233243212,0.142454627913635,-5.56263594134428,2.65729880898826E-08,1.7012979591697E-06,Ces1c,13884,ENSMUSG00000057465,Saa2,protein_coding,serum amyloid A 2 [Source:MGI Symbol;Acc:MGI:98222],7,46401214,46403737
ENSMUSG00000057406,289.962601515057,0.346699402264987,0.203043914591944,1.70750944672116,0.087727403463029,0.313843976595595,Nsd2,107823,ENSMUSG00000057469,E2f6,protein_coding,E2F transcription factor 6 [Source:MGI Symbol;Acc:MGI:1354159],12,16860964,16889743
ENSMUSG00000057409,64.9881139898785,-0.128628770271605,0.215742931849765,-0.596213137407333,0.551032850328103,0.789604342478145,Zfp53,24132,ENSMUSG00000057497,Fam136a,protein_coding,"family with sequence similarity 136, member A [Source:MGI Symbol;Acc:MGI:1913738]",6,86342628,86347040
ENSMUSG00000057411,198.187912713738,-0.010929198852494,0.195964591692029,-0.055771293977789,0.955524003426033,0.986110652258329,Fam173a,214917,ENSMUSG00000057506,Bloc1s2,protein_coding,"biogenesis of lysosomal organelles complex-1, subunit 2 [Source:MGI Symbol;Acc:MGI:1920939]",19,44127685,44134885
ENSMUSG00000057421,445.178208410521,0.003377787447121,0.10468230249003,0.032267034319799,0.974259098310144,0.991416034357646,Las1l,76130,ENSMUSG00000057522,Spop,protein_coding,speckle-type BTB/POZ protein [Source:MGI Symbol;Acc:MGI:1343085],11,95304906,95384232
ENSMUSG00000057425,31.1446578221839,-0.730897503173326,0.48647615730083,-1.50243232315566,0.132985493843922,0.395142755679413,Ugt2b37,112417,ENSMUSG00000057530,Ece1,protein_coding,endothelin converting enzyme 1 [Source:MGI Symbol;Acc:MGI:1101357],4,137589548,137692540
ENSMUSG00000057440,94.76586479931,0.304389624525743,0.265769714472899,1.14531343471336,0.252079342710366,0.54586357986723,Mpp7,75739,ENSMUSG00000057531,Dtnbp1,protein_coding,dystrobrevin binding protein 1 [Source:MGI Symbol;Acc:MGI:2137586],13,45075551,45155623
ENSMUSG00000057457,7.55775403664288,-0.175496032754563,0.62473492131697,-0.280912794797206,0.778777286815911,0.915161238670123,Phex,18675,ENSMUSG00000057541,Pus7,protein_coding,pseudouridylate synthase 7 [Source:MGI Symbol;Acc:MGI:1925947],5,23945646,23988709
ENSMUSG00000057465,602.889102930836,-0.226817701287585,0.873727139473626,-0.259597866473772,0.795173982231245,0.921882572106493,Saa2,20209,ENSMUSG00000057551,Zfp317,protein_coding,zinc finger protein 317 [Source:MGI Symbol;Acc:MGI:107775],9,19533398,19561027
ENSMUSG00000057469,174.474623633578,0.132671848124685,0.118609383226003,1.11856115019068,0.263327405189976,0.559001987976533,E2f6,50496,ENSMUSG00000057554,Lgals8,protein_coding,"lectin, galactose binding, soluble 8 [Source:MGI Symbol;Acc:MGI:1928481]",13,12454296,12479825
ENSMUSG00000057497,485.442295593046,-0.080502862600466,0.089869696636629,-0.895773165074369,0.37037392478501,0.661900431671739,Fam136a,66488,ENSMUSG00000057561,Eif1a,protein_coding,eukaryotic translation initiation factor 1A [Source:MGI Symbol;Acc:MGI:95298],18,46730768,46749523
ENSMUSG00000057506,143.487649791023,-0.212869687229353,0.137275910393081,-1.55067037340939,0.120980697896069,0.37567399051552,Bloc1s2,73689,ENSMUSG00000057572,Zbtb8os,protein_coding,zinc finger and BTB domain containing 8 opposite strand [Source:MGI Symbol;Acc:MGI:1914356],4,129229488,129248340
ENSMUSG00000057522,1744.60239495143,0.396390723439312,0.111758549060105,3.5468492278486,0.00038986764144,0.007329187669341,Spop,20747,ENSMUSG00000057594,Arl16,protein_coding,ADP-ribosylation factor-like 16 [Source:MGI Symbol;Acc:MGI:1917567],11,120355692,120358433
ENSMUSG00000057530,3309.88764370239,-0.007032448891957,0.185994577365499,-0.037809967320378,0.96983919728367,0.989873788321945,Ece1,230857,ENSMUSG00000057596,Trim30d,protein_coding,tripartite motif-containing 30D [Source:MGI Symbol;Acc:MGI:3035181],7,104119221,104157056
ENSMUSG00000057531,279.747925099316,0.258319760108711,0.128276336736603,2.01377562440946,0.044033096025542,0.214013223011229,Dtnbp1,94245,ENSMUSG00000057604,Lmcd1,protein_coding,LIM and cysteine-rich domains 1 [Source:MGI Symbol;Acc:MGI:1353635],6,112250719,112307386
ENSMUSG00000057541,128.005868980608,0.06600335258495,0.14309646514642,0.46125075498835,0.644618711305679,0.845333011341496,Pus7,78697,ENSMUSG00000057614,Gnai1,protein_coding,"guanine nucleotide binding protein (G protein), alpha inhibiting 1 [Source:MGI Symbol;Acc:MGI:95771]",5,18470133,18565353
ENSMUSG00000057551,205.219343804574,-0.076200224410472,0.119947335200915,-0.635280677831102,0.525245373201618,0.774522314739722,Zfp317,244713,ENSMUSG00000057637,Prdm2,protein_coding,"PR domain containing 2, with ZNF domain [Source:MGI Symbol;Acc:MGI:107628]",4,142833961,142939565
ENSMUSG00000057554,1998.81538674314,0.202767194886657,0.1171057634664,1.73148774991621,0.083364807896399,0.306065062887664,Lgals8,56048,ENSMUSG00000057649,Brd9,protein_coding,bromodomain containing 9 [Source:MGI Symbol;Acc:MGI:2145317],13,74085930,74109014
ENSMUSG00000057561,707.421534232494,-0.086468153110098,0.172808905044416,-0.50036861866507,0.616815545674112,0.827701943583266,Eif1a,13664,ENSMUSG00000057654,Olfr328,protein_coding,olfactory receptor 328 [Source:MGI Symbol;Acc:MGI:3030162],11,58441680,58446462
ENSMUSG00000057572,312.325595873486,0.350087790700831,0.106660410207562,3.28226555682243,0.001029765761077,0.01591914655478,Zbtb8os,67106,ENSMUSG00000057666,Gapdh,protein_coding,glyceraldehyde-3-phosphate dehydrogenase [Source:MGI Symbol;Acc:MGI:95640],6,125138678,125143430
